ID,Name,RA,DEC,Type,Redshift,Host Name,Host Redshift,Discovering Group/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag,Discovery Mag Filter,Discovery Date (UT),Sender,Ext. catalog/s,SDSS_host_objid,SDSS_host_type,SDSS_host_offset,SDSS_host_redshift,SDSS_host_ra,SDSS_host_dec,SDSS_host_u,SDSS_host_g,SDSS_host_r,SDSS_host_i,SDSS_host_z,SDSS_galaxy_objid,SDSS_galaxy_type,SDSS_galaxy_offset,SDSS_galaxy_redshift,SDSS_galaxy_ra,SDSS_galaxy_dec,SDSS_galaxy_u,SDSS_galaxy_g,SDSS_galaxy_r,SDSS_galaxy_i,SDSS_galaxy_z
26624,SN 2018bui,215.18192,13.69576,SN II,0.02,KUG 1418+139,0.020339,"ASAS-SN, ATLAS",ePESSTO,ASAS-SN; ATLAS,ASASSN-18kr,"ASASSN-3 - Paczynski, ATLAS1 - ACAM1",ESO-NTT - EFOSC2-NTT,1,1,,17.9,g-Sloan,2018-05-18 03:21:36,Stanek,,,,,,,,,,,,,1237662637975207949,3,0.162458932791404,0.018002,215.179156724881,13.6961117489007,16.42517,15.35896,15.0454,14.88777,14.77933
26605,SN 2018btp,210.149,-7.73504,SN Ia,0.076,,,ATLAS,ePESSTO,ATLAS,ATLAS18pkq,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,19.083,orange-ATLAS,2018-05-14 11:08:09,ATLAS_Bot1,,1237671992419745945,3,0.0979669237327872,0.080214,210.147401711547,-7.73464285478559,18.78298,16.60694,15.67673,15.2535,14.90403,1237671992419745945,3,0.0979669237327872,0.080214,210.147401711547,-7.73464285478559,18.78298,16.60694,15.67673,15.2535,14.90403
26581,SN 2018bsr,291.91083,61.94683,SN Ia,,VII Zw 884,,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-18kl,ASASSN-4 - Leavitt,LT - SPRAT,1,1,,17.2,g-Sloan,2018-05-16 07:40:48,Stanek,,1237671939274375496,3,0.0334202245435567,0.034245,291.911530914356,61.9472789949972,18.04724,16.37993,15.68398,15.31369,14.97725,1237671939274375496,3,0.0334202245435567,0.034245,291.911530914356,61.9472789949972,18.04724,16.37993,15.68398,15.31369,14.97725
26598,SN 2018bti,217.12921,37.06777,SN II,0.024826,,,ATLAS,Global SN Project,ATLAS,ATLAS18piz,ATLAS1 - ACAM1,FTN - FLOYDS-N,1,1,,18.944,orange-ATLAS,2018-05-16 11:31:12,ATLAS_Bot1,,1237662305653555301,3,0.0175500309841951,0.032457,217.128856402032,37.0678471453177,18.09976,16.96095,16.52542,16.29518,16.05625,1237662305653555301,3,0.0175500309841951,0.032457,217.128856402032,37.0678471453177,18.09976,16.96095,16.52542,16.29518,16.05625
26580,SN 2018bsq,248.92817,4.82591,SN Ia,0.06,,,"ATLAS, Pan-STARRS1",ePESSTO,ATLAS; Pan-STARRS1,ATLAS18pda,"ATLAS1 - ACAM1, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,19.019,orange-ATLAS,2018-05-08 13:12:00,ATLAS_Bot1,,1237662198293005502,3,0.0521462104156457,0.102082,248.929042193669,4.82591178744067,21.75774,20.09813,19.58306,19.40354,19.22691,1237662198293005502,3,0.0521462104156457,0.102082,248.929042193669,4.82591178744067,21.75774,20.09813,19.58306,19.40354,19.22691
26650,SN 2018bvi,213.57675,10.67821,SN Ib,0.02417,SDSS J141418.24+104039.0  ,0.02417,ASAS-SN,Global SN Project,ASAS-SN,ASASSN-18ky,"ASASSN-3 - Paczynski, ASASSN-1 - Brutus",FTN - FLOYDS-N,1,1,,17.6,V-Johnson,2018-05-20 08:52:48,Stanek,,1237662198814343328,3,0.0588660593123986,0.025562,213.576040586855,10.6775196595523,17.90862,16.78251,16.34556,16.13886,15.92727,1237662198814343328,3,0.0588660593123986,0.025562,213.576040586855,10.6775196595523,17.90862,16.78251,16.34556,16.13886,15.92727
26577,SN 2018bsn,224.3695,5.84253,SN Ia,0.059,2MASX J14572815+0550375,0.059,"TNTS, ATLAS, LOSS, ZTF",TNTS,ATLAS; LOSS; TNTS; ZTF,,"BAO-0.6m - BATC, ATLAS1 - ACAM1, Other - Other, P48 - ZTF-Cam",Lijiang-2.4m - YFOSC,1,1,,18.6,Clear-,2018-05-14 18:00:00,Li,,,,,,,,,,,,,1237655744018579649,3,0.14992534394267,0.039814,224.367402537693,5.84390478346457,17.81327,15.87806,15.05397,14.64639,14.32605
26585,AT 2018bsv,257.236,27.39807,Galaxy,0.106,,,ZTF,ePESSTO,ZTF,ZTF18aarqliy,P48 - ZTF-Cam,ESO-NTT - EFOSC2-NTT,1,1,,18.33,r-ZTF,2018-04-24 10:29:16,ZTF_Bot1,,1237661388696715885,3,0.00524818537821266,0.072028,257.235948591142,27.398144617247,19.21676,17.21658,16.30145,15.89216,15.58177,1237661388696715885,3,0.00524818537821266,0.072028,257.235948591142,27.398144617247,19.21676,17.21658,16.30145,15.89216,15.58177
26599,SN 2018btj,249.24025,63.96993,SN Ia,0.0632,,,ATLAS,Global SN Project,ATLAS,ATLAS18pje,ATLAS1 - ACAM1,FTN - FLOYDS-N,1,1,,18.67,cyan-ATLAS,2018-05-18 11:35:31,ATLAS_Bot1,,1237671940876665112,3,0.0727804208552212,0.050362,249.243013975599,63.9699183451049,23.90625,20.8244,20.50433,20.44112,20.77806,1237671940876665112,3,0.0727804208552212,0.050362,249.243013975599,63.9699183451049,23.90625,20.8244,20.50433,20.44112,20.77806
26569,SN 2018bsg,152.61712,2.23049,SN IIb,0.0217,UGC 05487,0.021686,ASAS-SN,ePESSTO,ASAS-SN,ASASSN-18ke,ASASSN-5 - Payne-Gaposchkin,ESO-NTT - EFOSC2-NTT,1,1,,17.9,g-Sloan,2018-05-15 18:00:00,Stanek,,1237651753998352559,6,0.0425921033485376,0,152.616553355382,2.23006184900665,21.95307,21.40727,20.99095,21.21075,21.25437,1237651753998352567,3,0.58145493798949,0.002597,152.608558308841,2.22593784691472,22.12225,21.63588,21.57726,22.04514,22.82704
26505,SN 2018bqi,113.31633,-11.23403,SN Ia,0.032,,,ATLAS,ePESSTO,ATLAS,ATLAS18ovo,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,17.86,orange-ATLAS,2018-05-14 05:47:02,ATLAS_Bot1,,,,,,,,,,,,,1237676485490117747,3,1.44239376771675,0.359707,113.32463670211,-11.2566472360084,26.39819,25.05277,21.65284,20.40174,19.98681
26258,AT 2018biy,251.77379,-7.31558,Varstar,,,,"ATLAS, Pan-STARRS1",ePESSTO,ATLAS; Pan-STARRS1,ATLAS18ofx,"ATLAS1 - ACAM1, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.139,orange-ATLAS,2018-05-08 13:22:04,ATLAS_Bot1,,1237668650931650787,3,0.0463961288457931,0.007601,251.773381968518,-7.31492109621664,25.84639,25.12143,22.95969,24.55067,22.8186,1237668650931650787,3,0.0463961288457931,0.007601,251.773381968518,-7.31492109621664,25.84639,25.12143,22.95969,24.55067,22.8186
26244,SN 2018bil,167.45933,28.97138,SN Ia,0.032,,,ZTF,ePESSTO,ZTF,ZTF18aarcypa,P48 - ZTF-Cam,ESO-NTT - EFOSC2-NTT,1,1,,18.89,r-ZTF,2018-05-07 04:30:43,ZTF_Bot1,,1237667211596464313,3,0.0133027848320792,0.03884,167.459578688023,28.971337326926,17.61127,15.72726,14.92329,14.54517,14.26085,1237667211596464313,3,0.0133027848320792,0.03884,167.459578688023,28.971337326926,17.61127,15.72726,14.92329,14.54517,14.26085
26209,SN 2018bhc,251.60537,25.42146,SN Ia,0.056,,,"GaiaAlerts, ATLAS",ePESSTO,ATLAS; GaiaAlerts,Gaia18bek,"Gaia - Gaia-photometric, ATLAS1 - ACAM1",ESO-NTT - EFOSC2-NTT,1,1,,17.8,G-Gaia,2018-05-07 18:31:40,Gaia_Bot1,,1237662474235216266,3,0.00340716402888975,0.075588,251.605431802545,25.4214704381127,19.76712,18.04527,17.19778,16.77378,16.44994,1237662474235216266,3,0.00340716402888975,0.075588,251.605431802545,25.4214704381127,19.76712,18.04527,17.19778,16.77378,16.44994
26226,SN 2018bht,246.62421,17.32059,SN Ia,0.09,,,ATLAS,ePESSTO,ATLAS,ATLAS18oas,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,19.313,orange-ATLAS,2018-05-09 13:12:00,ATLAS_Bot1,,1237665536544539059,3,0.0283358130682521,0.124297,246.62373284168,17.3204653673194,21.10047,19.34555,18.40186,17.88568,17.45621,1237665536544539059,3,0.0283358130682521,0.124297,246.62373284168,17.3204653673194,21.10047,19.34555,18.40186,17.88568,17.45621
26208,SN 2018bhb,231.85508,-0.44789,SN Ia,0.053,CGCG 021-098  ,0.053,"PTSS, ATLAS","PTSS, ePESSTO",ATLAS; PTSS,PTSS-18ecg,"CNEOST - STA1600, ATLAS1 - ACAM1","Lijiang-2.4m - YFOSC, ESO-NTT - EFOSC2-NTT",1,1,,17.9,r-Sloan,2018-05-08 17:15:21,Li,,1237648720716562648,6,0.0163243788634815,0,231.855278031109,-0.447703426201814,25.50277,24.07784,22.05728,21.14067,20.3789,1237648720716562641,3,0.254181488907431,0.039342,231.853275418992,-0.44405719227665,17.7297,16.14879,15.28829,14.81746,14.43755
26237,SN 2018bie,188.93471,-0.22111,SN Ia-91T-like,0.022,,,ATLAS,ePESSTO,ATLAS,ATLAS18odq,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,18.281,orange-ATLAS,2018-05-10 09:43:12,ATLAS_Bot1,,,,,,,,,,,,,1237648704042631185,3,0.237593050418377,0.025069,188.931808117352,-0.223804417694058,17.5411,16.21349,15.74124,15.50862,15.31433
26222,SN 2018bhp,224.76904,19.5872,SN Ia,0.054,,,ATLAS,ePESSTO,ATLAS,ATLAS18oav,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,18.25,orange-ATLAS,2018-05-09 11:55:40,ATLAS_Bot1,,1237665566074470565,6,0.00283907320231185,0,224.769072916598,19.587235738653,22.12241,25.11438,24.31181,24.3618,22.8269,1237665566074470519,3,0.10180659781138,0.043446,224.767242185777,19.5873008241702,17.32492,15.48797,14.62523,14.23141,13.90107
26225,SN 2018bhs,248.56567,26.88957,SN Ia,0.07,,,ATLAS,ePESSTO,ATLAS,ATLAS18oat,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,19.164,orange-ATLAS,2018-05-09 13:03:21,ATLAS_Bot1,,1237661465455428438,3,0.0737701549368743,0.420973,248.564605565537,26.8903512949652,24.55909,23.15154,21.65093,20.99854,20.69531,1237661465455428438,3,0.0737701549368743,0.420973,248.564605565537,26.8903512949652,24.55909,23.15154,21.65093,20.99854,20.69531
26206,SN 2018bgz,222.40958,25.3702,SN Ia,0.033927,,,"SNHunt, ATLAS, ASAS-SN",,ASAS-SN; ATLAS; CRTS; SNHunt,,"Other - Other, ATLAS1 - ACAM1, ASASSN-3 - Paczynski",LT - SPRAT,1,1,,18,V-crts-CRTS,2018-05-08 07:22:13,Drake,,1237665429711159372,3,0.020507994625616,0.411397,222.409203278098,25.3702310117529,24.29706,22.47868,21.23506,20.72147,20.25617,1237665429711159364,3,0.532040940213015,0.015906,222.408922390745,25.3790474202171,17.82461,16.89452,16.45794,16.27721,16.15699
26202,SN 2018bgv,165.62621,55.59883,SLSN-I,0.08,,,"GaiaAlerts, ATLAS, Pan-STARRS1",NUTS,ATLAS; GaiaAlerts; Pan-STARRS1,Gaia18beg,"Gaia - Gaia-photometric, ATLAS1 - ACAM1, PS1 - GPC1",,1,1,,18.26,G-Gaia,2018-05-06 17:19:40,Gaia_Bot1,,1237657220950327558,3,0.0208092345288691,0.104186,165.626722610012,55.5986391952396,20.87276,20.01687,19.7222,19.48737,19.57391,1237657220950327558,3,0.0208092345288691,0.104186,165.626722610012,55.5986391952396,20.87276,20.01687,19.7222,19.48737,19.57391
26185,SN 2018bge,166.06662,50.03055,SN II,0.023894,,,"ATLAS, GaiaAlerts",,ATLAS; GaiaAlerts,ATLAS18nvj,"ATLAS1 - ACAM1, Gaia - Gaia-photometric",LT - SPRAT,1,1,,18.591,orange-ATLAS,2018-05-06 08:57:07,ATLAS_Bot1,,1237657855532269681,6,0.0814078539515618,0,166.068708730027,50.030348550915,22.52836,22.49488,22.11951,22.18065,22.2063,1237657855532269667,3,0.388042676051601,0.024311,166.075026154055,50.0341094683449,16.61634,15.40249,14.93458,14.68579,14.53113
26182,SN 2018bgb,187.32329,6.34114,SN Ia,0.086,,,ZTF,ePESSTO,ZTF,ZTF18aaphzut,P48 - ZTF-Cam,ESO-NTT - EFOSC2-NTT,1,1,,18.76,r-ZTF,2018-05-05 04:03:21,ZTF_Bot1,,1237661970112840095,3,0.00988826891699952,0.128719,187.323131551054,6.34109141286971,21.67603,19.74373,18.81956,18.36445,17.99882,1237661970112840095,3,0.00988826891699952,0.128719,187.323131551054,6.34109141286971,21.67603,19.74373,18.81956,18.36445,17.99882
26183,SN 2018bgc,128.47783,55.5415,SN Ia,,,,ATLAS,,ATLAS,ATLAS18nvs,ATLAS1 - ACAM1,BAO-2.16m - Cassegrain,1,1,,17.64,orange-ATLAS,2018-05-06 07:17:45,ATLAS_Bot1,,1237663529723887794,6,0.0672059056216974,0,128.479777419657,55.5412987503344,20.95478,20.69534,20.80452,21.04869,21.43059,1237663529723887793,3,0.232634808848946,0.033635,128.48358508271,55.5393954512641,16.41615,15.17841,14.53553,14.18179,13.93681
26178,SN 2018bfx,199.52763,27.87339,SN Ia,,,,"ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18aajpjdi,"P48 - ZTF-Cam, ATLAS1 - ACAM1",,1,1,,20.04,r-ZTF,2018-04-14 07:24:57,ZTF_Bot1,,1237667444587298906,3,0.0142224509044688,0.082104,199.527637727681,27.8731530576035,19.07353,18.1646,17.84087,17.53318,17.43182,1237667444587298906,3,0.0142224509044688,0.082104,199.527637727681,27.8731530576035,19.07353,18.1646,17.84087,17.53318,17.43182
26172,SN 2018bfr,166.19792,-15.63311,SN Ia,0.072,2MASX J11044706-1538068,0.071746,"ASAS-SN, ATLAS",,ASAS-SN; ATLAS,ASASSN-18jp,"ASASSN-3 - Paczynski, ASASSN-5 - Payne-Gaposchkin, ATLAS1 - ACAM1",Lick 3m - KAST,1,1,,18.2,g-Sloan,2018-05-05 18:43:12,Stanek,,,,,,,,,,,,,1237671142546669772,3,0.164168922252698,0.061387,166.196187206778,-15.6352784109863,17.97268,15.98542,15.03979,14.57042,14.22228
26170,SN 2018bfp,201.15925,-2.58111,SN Ib,0.053,SDSS J132438.21-023450.3,0.06,,,,C17-0116,CTIO-4m - DECAM,Gemini-N - GMOS,1,1,,22.444,g-Sloan,2018-04-24 16:38:36,Narayan,KEGS-C16;KEGS-C17,1237655498663330025,3,0.027804473794824,0.07268,201.159224603917,-2.5806472871027,19.80075,18.54429,18.13777,17.87123,17.78604,1237655498663330025,3,0.027804473794824,0.07268,201.159224603917,-2.5806472871027,19.80075,18.54429,18.13777,17.87123,17.78604
26174,SN 2018bft,208.32979,-4.85885,SN Ia,0.075,SDSS J135319.28-045134.6,0.063,,,,C17-0118,CTIO-4m - DECAM,Lick 3m - KAST,1,1,,19.826,i-Sloan,2018-05-02 14:44:26,Narayan,KEGS-C16;KEGS-C17,1237671957522088204,3,0.0573674063454009,0.068163,208.330351035301,-4.85962567388294,19.21115,17.81734,17.20933,16.82898,16.56257,1237671957522088204,3,0.0573674063454009,0.068163,208.330351035301,-4.85962567388294,19.21115,17.81734,17.20933,16.82898,16.56257
26162,SN 2018bfh,155.67162,15.93892,SN Ia,0.044,CGCG 094-019,0.044541,"ASAS-SN, ZTF",DAO_OTS,ASAS-SN; ZTF,ASASSN-18jn,"ASASSN-5 - Payne-Gaposchkin, ASASSN-4 - Leavitt, P48 - ZTF-Cam","Lick 3m - KAST, Plaskett Telescope - Plaskett",1,1,,17,g-Sloan,2018-05-06 03:50:24,Stanek,,1237668496310206652,3,0.0324707763746711,0.035127,155.671376577452,15.9394079441212,17.05551,15.41455,14.66936,14.29824,14.01378,1237668496310206652,3,0.0324707763746711,0.035127,155.671376577452,15.9394079441212,17.05551,15.41455,14.66936,14.29824,14.01378
26159,SN 2018bfe,195.48075,7.60169,SN Ia,0.060885,,,ATLAS,,ATLAS,ATLAS18nuw,ATLAS1 - ACAM1,LT - SPRAT,1,1,,18.685,orange-ATLAS,2018-05-05 10:23:31,ATLAS_Bot1,,,,,,,,,,,,,1237661976014880827,3,0.199799450358352,0.035535,195.478998616797,7.59884831865719,17.37522,15.86576,15.0854,14.68481,14.3603
26158,SN 2018bfd,217.25217,17.32517,SN Ia,0.052,,,ATLAS,,ATLAS,ATLAS18nut,ATLAS1 - ACAM1,Lick 3m - KAST,1,1,,18.083,orange-ATLAS,2018-05-05 11:05:16,ATLAS_Bot1,,,,,,,,,,,,,1237668298217488585,3,0.412751883831733,0.044862,217.246811901265,17.3205700583077,17.31797,15.33867,14.47271,14.05312,13.73225
26157,SN 2018bfc,350.74308,-1.02789,SN Ia,0.034,SDSS J232258.36-010141.2,0.034266,ASAS-SN,,ASAS-SN,ASASSN-18jl,ASASSN-3 - Paczynski,Keck1 - LRIS,1,1,,16.9,g-Sloan,2018-05-05 09:36:00,Stanek,,1237656906351051104,3,0.0151405820989821,0.072922,350.743184440509,-1.02811972309078,19.27048,18.05561,17.62726,17.32285,17.22971,1237656906351051104,3,0.0151405820989821,0.072922,350.743184440509,-1.02811972309078,19.27048,18.05561,17.62726,17.32285,17.22971
26137,SN 2018bei,233.888,12.5679,SN II,0.028,LEDA 214391,0.02837,"LOSS, ZTF",ePESSTO,LOSS; ZTF,kait-18T,"Other - Other, P48 - ZTF-Cam",ESO-NTT - EFOSC2-NTT,1,1,,18.6,Clear-,2018-05-03 11:45:24,Zheng,,1237668270838251569,3,0.0287074122072244,0.032003,233.887661300204,12.5675541171453,18.15536,16.93082,16.50743,16.27254,16.18166,1237668270838251569,3,0.0287074122072244,0.032003,233.887661300204,12.5675541171453,18.15536,16.93082,16.50743,16.27254,16.18166
