ID,Name,RA,DEC,Type,Redshift,Host Name,Host Redshift,Discovering Group/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag,Discovery Mag Filter,Discovery Date (UT),Sender,Ext. catalog/s,SDSS_host_objid,SDSS_host_type,SDSS_host_offset,SDSS_host_redshift,SDSS_host_ra,SDSS_host_dec,SDSS_host_u,SDSS_host_g,SDSS_host_r,SDSS_host_i,SDSS_host_z,SDSS_galaxy_objid,SDSS_galaxy_type,SDSS_galaxy_offset,SDSS_galaxy_redshift,SDSS_galaxy_ra,SDSS_galaxy_dec,SDSS_galaxy_u,SDSS_galaxy_g,SDSS_galaxy_r,SDSS_galaxy_i,SDSS_galaxy_z
25851,SN 2018ats,153.23454,46.41809,SN Ia,0.0382,,,"GaiaAlerts, ATLAS",,ATLAS; GaiaAlerts,Gaia18axn,"Gaia - Gaia-photometric, ATLAS1 - ACAM1",NOT - ALFOSC,1,1,,18.19,G-Gaia,2018-04-10 17:18:14,Gaia_Bot1,,,,,,,,,,,,,1237658614123659296,3,0.109757637155873,0.041629,153.231946497853,46.4177032493372,17.08398,15.27191,14.41812,14.05169,13.74382
25875,SN 2018aup,127.91767,-4.11781,SN Ia,0.0405,MCG-01-22-018,,ATLAS,,ATLAS,,"Other - Other, ATLAS1 - ACAM1",P60 - SED-Machine,1,1,,17,Clear-,2018-04-15 11:35:20,Itagaki,,1237673709863633235,3,0.094368324574867,-9999,127.918283343494,-4.11925895377814,17.65342,16.95236,16.92282,15.92515,23.17981,1237673709863633227,3,0.186935392286766,0.029987,127.920792217337,-4.11790447382722,16.25968,14.05711,13.1299,12.70112,12.38717
25865,SN 2018auf,334.30117,-3.89254,SN Ia,0.09,,,GaiaAlerts,ePESSTO,GaiaAlerts,Gaia18axz,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.89,G-Gaia,2018-04-11 01:26:24,Gaia_Bot1,,1237680066416738657,6,0.0955809439535148,0,334.299641970919,-3.89300215540169,24.17554,23.5164,24.08281,22.94257,21.21929,1237680066416738655,3,0.100197094046091,0.177624,334.299702427217,-3.89173694843972,19.66051,18.595,17.86066,17.46646,17.19519
25850,SN 2018atr,206.64708,29.11017,SN Ia,0.08,2MASX J13463567+2906462,0.075545,TNTS,TNTS,TNTS,,BAO-0.6m - BATC,Lijiang-2.4m - YFOSC,1,1,,18.14,Clear-,2018-04-11 18:31:34,li,,,,,,,,,,,,,1237665443130835030,3,0.178200294815201,0.100116,206.648526529932,29.1128577031377,18.77739,17.08254,16.15953,15.69596,15.35489
25849,SN 2018atq,176.76717,19.55078,SN IIn,0.17,SDSS J114704.04+193303.0,,"TNTS, ATLAS",ePESSTO,ATLAS; TNTS,,"BAO-0.6m - BATC, ATLAS1 - ACAM1",ESO-NTT - EFOSC2-NTT,1,1,,18.28,Clear-,2018-04-11 14:46:04,li,,1237668293376147618,3,0.019577650217679,0.163322,176.766826411007,19.5508204322943,21.15506,19.73928,18.88049,18.41359,18.13092,1237668293376147618,3,0.019577650217679,0.163322,176.766826411007,19.5508204322943,21.15506,19.73928,18.88049,18.41359,18.13092
25832,AT 2018asz,241.41767,15.59205,Galaxy,0.041,,,ATLAS,ePESSTO,ATLAS,ATLAS18nch,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,18.956,orange-ATLAS,2018-03-30 12:25:55,ATLAS_Bot1,,1237665567692227134,3,0.00405807779287262,0.054344,241.4176636952,15.5919826385537,17.88825,16.20054,15.35351,14.96123,14.68153,1237665567692227134,3,0.00405807779287262,0.054344,241.4176636952,15.5919826385537,17.88825,16.20054,15.35351,14.96123,14.68153
25833,SN 2018ata,190.38058,26.0331,SN Ia,0.19,NGC 4614,0.0161,SNHunt,Padova-Asiago,CRTS; SNHunt,,Other - Other,Ekar - AFOSC,1,1,,20.1,V-crts-CRTS,2018-04-10 06:30:17,Drake,,,,,,,,,,,,,1237667448879448148,3,0.574359634893878,0.018525,190.381107750666,26.0426609088561,15.3125,13.76503,13.04321,12.67734,12.36678
25826,SN 2018ast,175.28317,24.81961,SN Ia-91bg-like,0.012,NGC3812,,"GaiaAlerts, ATLAS, ZTF","ASAS-SN, ZTF",ATLAS; GaiaAlerts; ZTF,,"Other - Other, Gaia - Gaia-photometric, ATLAS1 - ACAM1, P48 - ZTF-Cam","MDM-2.4 - OSMOS, P200 - DBSP",1,1,,16.7,Clear-,2018-04-08 12:34:33,Tanaka,,,,,,,,,,,,,1237667911663157274,3,1.02132099413392,0,175.276203071307,24.8038062566888,30.60261,16.82359,34.07685,15.2878,15.66444
25816,SN 2018asj,140.74483,9.06964,SN Ia,0.1,,,"GaiaAlerts, ATLAS",ePESSTO,ATLAS; GaiaAlerts,Gaia18awh,"Gaia - Gaia-photometric, ATLAS1 - ACAM1",ESO-NTT - EFOSC2-NTT,1,1,,18.8,G-Gaia,2018-04-05 22:39:21,Gaia_Bot1,,,,,,,,,,,,,1237660670348624664,3,1.89330075790976,0,140.755258612457,9.09946740578352,23.33596,22.6338,22.12308,20.65944,23.12503
25801,SN 2018aru,200.57842,-1.88111,SN II,0.047,SDSS J132218.87-015251.4,0.06,,,,C17-0059,CTIO-4m - DECAM,SOAR - Goodman,1,1,,20.775,g-Sloan,2018-04-06 13:48:06,Narayan,KEGS-C16;KEGS-C17,1237655495441449134,3,0.0169244491110258,0.057241,200.578659453854,-1.88096070345803,18.62291,17.55638,17.18903,16.90415,16.74651,1237655495441449134,3,0.0169244491110258,0.057241,200.578659453854,-1.88096070345803,18.62291,17.55638,17.18903,16.90415,16.74651
25785,SN 2018are,207.362,26.46192,SN Ia-91T-like,0.08,2MASX J13492678+2627426,0.076358,"ASAS-SN, ATLAS",ePESSTO,ASAS-SN; ATLAS,ASASSN-18hh,"ASASSN-4 - Leavitt, ATLAS1 - ACAM1",ESO-NTT - EFOSC2-NTT,1,1,,18.3,g-Sloan,2018-04-05 03:50:24,Stanek,,1237665532782903318,3,0.0289002531117594,0.073066,207.361463256852,26.4618865646781,18.68204,16.7597,15.86666,15.41285,15.08702,1237665532782903318,3,0.0289002531117594,0.073066,207.361463256852,26.4618865646781,18.68204,16.7597,15.86666,15.41285,15.08702
25779,SN 2018aqy,128.93942,28.27028,SN Ia,0.07,,,ATLAS,ZTF,ATLAS,ATLAS18mzs,ATLAS1 - ACAM1,P60 - SED-Machine,1,1,,18.42,orange-ATLAS,2018-03-30 08:51:21,ATLAS_Bot1,,1237661088032555305,3,0.0267731884893706,0.08008,128.938966080467,28.2704782180915,20.74641,19.36987,18.977,18.69658,18.63811,1237661088032555305,3,0.0267731884893706,0.08008,128.938966080467,28.2704782180915,20.74641,19.36987,18.977,18.69658,18.63811
25767,SN 2018aqm,248.04825,42.71322,SN Ia,0.032,2MFGC 13255,0.032402,"TNTS, ATLAS, ZTF",ZTF,ATLAS; TNTS; ZTF,,"BAO-0.6m - BATC, ATLAS1 - ACAM1, P48 - ZTF-Cam","BAO-2.16m - Cassegrain, P200 - DBSP",1,1,,17.29,Clear-,2018-04-06 18:06:12,li,,1237655501882982651,3,0.0515147021675716,0.053085,248.047403211999,42.7138116478245,18.52126,16.51775,15.5428,15.04271,14.59732,1237655501882982651,3,0.0515147021675716,0.053085,248.047403211999,42.7138116478245,18.52126,16.51775,15.5428,15.04271,14.59732
25783,SN 2018arc,265.5675,50.48875,SN II,0.03,,,ATLAS,ZTF,ATLAS,ATLAS18mzw,ATLAS1 - ACAM1,P60 - SED-Machine,1,1,,18.156,orange-ATLAS,2018-04-06 14:31:12,ATLAS_Bot1,,1237659896713773403,3,0.00992478311563283,0.035197,265.567401852624,50.4885968263164,16.77046,15.51304,15.03678,14.73173,14.51759,1237659896713773403,3,0.00992478311563283,0.035197,265.567401852624,50.4885968263164,16.77046,15.51304,15.03678,14.73173,14.51759
25765,SN 2018aqk,181.24362,32.39143,SN Ia,0.054,CGCG 187-001,0.054054,"ASAS-SN, GaiaAlerts, ATLAS, ZTF","ASAS-SN, ZTF",ASAS-SN; ATLAS; GaiaAlerts; ZTF,ASASSN-18he,"ASASSN-4 - Leavitt, Gaia - Gaia-photometric, ATLAS1 - ACAM1, P48 - ZTF-Cam","MDM-2.4 - OSMOS, APO 3.5m - DIS",1,1,,17.8,g-Sloan,2018-04-05 02:38:24,Stanek,,1237665226767204469,6,0.050861927852488,0,181.244299441681,32.3920540464445,23.68549,22.71595,24.26726,21.37759,22.82689,1237665226767204466,3,0.112325243516913,0.032145,181.245816276559,32.3911743981802,16.90172,15.1799,14.40328,13.9982,13.70445
25764,SN 2018aqj,180.42962,8.13469,SN Ia,0.042,2MASX J12014308+0808037,0.041092,"ASAS-SN, ATLAS",ePESSTO,ASAS-SN; ATLAS,ASASSN-18hd,"ASASSN-3 - Paczynski, ATLAS1 - ACAM1",ESO-NTT - EFOSC2-NTT,1,1,,17,g-Sloan,2018-04-06 06:28:48,Stanek,,1237671129129681073,3,0.0180237282419055,0.051466,180.429533413959,8.13440209306704,18.33496,16.54628,15.76426,15.40271,15.13554,1237671129129681073,3,0.0180237282419055,0.051466,180.429533413959,8.13440209306704,18.33496,16.54628,15.76426,15.40271,15.13554
25766,SN 2018aql,254.27067,39.38169,SN IIP,0.074,SDSS J165705.00+392253.8,,"TNTS, ATLAS",TNTS,ATLAS; TNTS,,"BAO-0.6m - BATC, ATLAS1 - ACAM1",Lijiang-2.4m - YFOSC,1,1,,18.22,Clear-,2018-04-06 19:40:19,li,,1237655504569696955,3,0.00842241932986231,0.105741,254.270844674536,39.381651575642,20.91965,19.27867,18.50047,18.14862,17.88458,1237655504569696955,3,0.00842241932986231,0.105741,254.270844674536,39.381651575642,20.91965,19.27867,18.50047,18.14862,17.88458
25762,SN 2018aqh,181.36112,20.29912,SN Ia,0.024,,,ATLAS,ePESSTO,ATLAS,ATLAS18myy,"ATLAS1 - ACAM1, Other - Other",ESO-NTT - EFOSC2-NTT,1,1,,16.69,orange-ATLAS,2018-04-05 10:46:33,ATLAS_Bot1,,1237667915955700023,6,0.0269734634337966,0,181.361270550424,20.2986931926135,24.16841,24.03754,22.98052,24.02936,23.21181,1237667915955700028,3,1.09368206469757,0,181.374902230316,20.3119724910663,24.28133,23.44028,23.76713,24.04137,23.20269
25757,AT 2018aqc,170.72871,16.58972,CV,,NGC 3655,,,ZTF,,,Other - Other,P60 - SED-Machine,1,1,,13.8,Clear-,2018-04-03 21:26:10,Camarasa,,1237668495242821646,3,0.012612074300611,0.024907,170.728926679249,16.5896874117467,13.86334,12.79665,12.44011,12.20235,12.07429,1237668495242821646,3,0.012612074300611,0.024907,170.728926679249,16.5896874117467,13.86334,12.79665,12.44011,12.20235,12.07429
25742,SN 2018apn,237.51442,42.0883,SN Ia,0.03,SDSS J155003.56+420518.3,,"ASAS-SN, ATLAS, GaiaAlerts","ASAS-SN, ZTF",ASAS-SN; ATLAS; GaiaAlerts,ASASSN-18gs,"ASASSN-4 - Leavitt, ATLAS1 - ACAM1, Gaia - Gaia-photometric","MDM-2.4 - OSMOS, P60 - SED-Machine",1,1,,17,g-Sloan,2018-04-03 06:14:24,Stanek,,1237659161199772454,3,0.0222056423440062,0.131254,237.514876855351,42.0884484014324,22.78629,21.19563,20.78362,20.49673,20.16112,1237659161199772454,3,0.0222056423440062,0.131254,237.514876855351,42.0884484014324,22.78629,21.19563,20.78362,20.49673,20.16112
25739,SN 2018apk,144.64829,17.02917,SN Ia,0.028,NGC2943,,"ATLAS, GaiaAlerts",,ATLAS; GaiaAlerts,,"Other - Other, ATLAS1 - ACAM1, Gaia - Gaia-photometric",P60 - SED-Machine,1,1,,17,Clear-,2018-04-02 15:30:49,Tsuboi,,,,,,,,,,,,,1237667734492151972,3,0.954022518563882,0.041454,144.663914783372,17.0346136191141,18.18434,16.42271,15.63126,15.24819,14.96628
25759,SN 2018aqe,218.97258,35.28837,SN Ia,0.04455,2MASX J14355382+3517148,0.04455,"ASAS-SN, GaiaAlerts",ASAS-SN,ASAS-SN; GaiaAlerts,ASASSN-18gz,"ASASSN-4 - Leavitt, Gaia - Gaia-photometric",MDM-2.4 - OSMOS,1,1,,17.1,g-Sloan,2018-04-05 05:16:48,Stanek,,1237662225690001543,3,0.0954243772819481,0.055806,218.974194821688,35.2874800733362,18.34007,16.53006,15.71618,15.32397,15.05922,1237662225690001543,3,0.0954243772819481,0.055806,218.974194821688,35.2874800733362,18.34007,16.53006,15.71618,15.32397,15.05922
25727,SN 2018aoy,222.69967,54.408,SN Ia,0.05,IC1069,,"ISSP, ATLAS",ZTF,ATLAS; ISSP,,"Other - Other, ATLAS1 - ACAM1",P60 - SED-Machine,1,1,,18,Clear-,2018-04-02 03:49:47,Caimmi,,,,,,,,,,,,,1237659150459142239,3,0.280186399036718,0.02183,222.693838412522,54.4112075198571,16.17719,14.2542,13.38172,12.9687,12.6526
25719,SN 2018aoq,182.65912,39.39639,SN II,0.003319,NGC 4151,0.003319,"LOSS, ATLAS, GaiaAlerts",,ATLAS; GaiaAlerts; LOSS,kait-18P,"Other - Other, ATLAS1 - ACAM1, Gaia - Gaia-photometric",Kanata - HOWPol,1,1,,15.3,Clear-,2018-04-01 10:21:29,Zheng,,,,,,,,,,,,,1237664667907915840,3,1.22610065241268,0.025485,182.635697145688,39.4058770365495,13.94769,11.70577,11.26438,11.10298,11.14425
25755,SN 2018aqa,138.08408,13.67281,SN Ia,0.028,CGCG 062-004 ,0.02883,"ASAS-SN, ATLAS, GaiaAlerts",ePESSTO,ASAS-SN; ATLAS; GaiaAlerts,ASASSN-18gu,"ASASSN-3 - Paczynski, ATLAS1 - ACAM1, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,16.5,g-Sloan,2018-04-04 04:04:48,Stanek,,1237670964847771806,3,0.0789594356317647,0.029661,138.084857789198,13.6738873482279,17.01302,15.08735,14.253,13.8465,13.51795,1237670964847771806,3,0.0789594356317647,0.029661,138.084857789198,13.6738873482279,17.01302,15.08735,14.253,13.8465,13.51795
25683,SN 2018anh,243.75333,31.07195,SN II,0.0226,,,"ATLAS, GaiaAlerts",iPTF,ATLAS; GaiaAlerts,ATLAS18mtp,"ATLAS1 - ACAM1, Gaia - Gaia-photometric",P60 - SED-Machine,1,1,,17.773,orange-ATLAS,2018-03-28 14:34:04,ATLAS_Bot1,,1237661465989677364,6,0.030026122834601,0,243.753601938671,31.0723929262806,21.77339,21.4473,21.33848,21.59256,22.56629,1237661465989677352,3,0.182650218643212,0.020085,243.750250395818,31.0704304019936,16.70927,15.49499,15.00447,14.75493,14.62514
25700,SN 2018anx,245.78262,39.31496,SN II,0.017095,,,ATLAS,ASAS-SN,ATLAS,ATLAS18mvk,ATLAS1 - ACAM1,Lick 3m - KAST,1,1,,17.409,orange-ATLAS,2018-03-03 15:11:31,ATLAS_Bot1,,1237659324955361611,6,0.0204282658538717,0,245.782993331091,39.3147797401267,22.63249,22.57932,23.64452,24.36179,22.82689,1237659324955361609,3,0.105765990219506,0.022363,245.782846465406,39.3132059628768,16.69226,15.62618,15.2276,15.01258,14.93403
25650,SN 2018amb,138.73042,46.9025,SN II,0.0142,UGC 4870,,GaiaAlerts,,GaiaAlerts,,"Other - Other, Gaia - Gaia-photometric",P60 - SED-Machine,1,1,,18,Clear-,2018-03-25 21:21:36,cortini,,1237657633260699876,6,0.0624463516081732,0,138.72894420337,46.9022421608819,23.16449,25.11437,21.04559,24.3618,22.82689,1237657633260699874,3,0.0727976718035044,0.022539,138.731963360987,46.9031001243154,15.72732,14.20587,13.38812,12.95153,12.65989
25644,SN 2018alv,176.16879,13.56225,SN Ia,0.11,,,Pan-STARRS1,ePESSTO,Pan-STARRS1,PS18nh,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,19.31,w-PS1,2018-03-19 08:18:14,PS1_Bot1,,,,,,,,,,,,,1237661951324520915,3,0.154291850036202,0.106979,176.167437860624,13.5600397934664,19.97774,19.18161,18.87735,18.65238,18.84899
25647,SN 2018aly,225.48887,25.7711,SN Ia,0.0446,2MASX J15015731+2546168,0.044604,"ASAS-SN, ATLAS",ePESSTO,ASAS-SN; ATLAS,ASASSN-18gf,"ASASSN-4 - Leavitt, ATLAS1 - ACAM1",ESO-NTT - EFOSC2-NTT,1,1,,17.8,g-Sloan,2018-03-24 06:14:24,Stanek,,1237665179525644453,3,0.0183320512661625,0.0523,225.488630276812,25.7713162107771,18.3434,16.74817,15.96233,15.54502,15.19803,1237665179525644453,3,0.0183320512661625,0.0523,225.488630276812,25.7713162107771,18.3434,16.74817,15.96233,15.54502,15.19803
25625,SN 2018alc,218.33304,41.2676,SN Ib,0.0181,SDSS J143319.96+411556.8,0.01814,"ASAS-SN, ATLAS, GaiaAlerts",,ASAS-SN; ATLAS; GaiaAlerts,ASASSN-18ge,"ASASSN-4 - Leavitt, ATLAS1 - ACAM1, Gaia - Gaia-photometric",P60 - SED-Machine,1,1,,17.2,g-Sloan,2018-03-24 05:31:12,Stanek,,1237661433245335856,6,0.0894190624892011,0,218.332876475638,41.2661147594761,23.38544,25.11437,24.32293,23.95953,22.82689,1237661433245335847,3,0.109693147766856,0.026059,218.333202860448,41.2657758837552,18.39676,17.22792,16.86041,16.69183,16.58899
25615,SN 2018aks,157.46542,9.01286,SN Ic,0.06,2MASX J10295135+0900385,0.04797,"ASAS-SN, GaiaAlerts, ATLAS",Padova-Asiago,ASAS-SN; ATLAS; GaiaAlerts,ASASSN-18ga,"ASASSN-3 - Paczynski, Gaia - Gaia-photometric, ATLAS1 - ACAM1",Ekar - AFOSC,1,1,,17.9,g-Sloan,2018-03-22 06:14:24,Stanek,,1237658492806496366,3,0.038409413469984,0.134673,157.464834218957,9.01313401223326,21.94446,21.09075,20.81103,20.53584,20.48712,1237658492806496366,3,0.038409413469984,0.134673,157.464834218957,9.01313401223326,21.94446,21.09075,20.81103,20.53584,20.48712
25605,SN 2018aki,124.27879,56.00528,SN Ia,0.030211,2MASX J08170689+5600187,0.030211,"ASAS-SN, ATLAS",Padova-Asiago,ASAS-SN; ATLAS,ASASSN-18fw,"ASASSN-4 - Leavitt, ATLAS1 - ACAM1",Ekar - AFOSC,1,1,,17.3,g-Sloan,2018-03-21 03:21:36,Stanek,,1237663916267929886,3,0.00273536284584843,0.036515,124.278868321301,56.0052926792767,18.27855,16.5801,15.82122,15.44537,15.15995,1237663916267929886,3,0.00273536284584843,0.036515,124.278868321301,56.0052926792767,18.27855,16.5801,15.82122,15.44537,15.15995
25653,SN 2018ame,227.35633,25.47154,SN Ia-91bg-like,0.022,,,ATLAS,ePESSTO,ATLAS,ATLAS18mfr,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,17.6,orange-ATLAS,2018-02-28 15:28:48,ATLAS_Bot1,,1237665180063236282,3,0.0483020465344478,0.022109,227.356867656412,25.4708977619663,18.05876,16.93324,16.53297,16.34554,16.20128,1237665180063236282,3,0.0483020465344478,0.022109,227.356867656412,25.4708977619663,18.05876,16.93324,16.53297,16.34554,16.20128
25663,SN 2018amo,198.60621,50.97801,SN Ia,0.029664,CGCG 271-025 ,0.029664,"ASAS-SN, GaiaAlerts, ATLAS",,ASAS-SN; ATLAS; GaiaAlerts,ASASSN-18gi,"ASASSN-4 - Leavitt, Gaia - Gaia-photometric, ATLAS1 - ACAM1",P60 - SED-Machine,1,1,,17.5,g-Sloan,2018-03-26 06:28:48,Stanek,,,,,,,,,,,,,1237661957757010031,3,0.117333430734007,0.032036,198.608694577206,50.9791835069007,16.79103,14.91254,14.10181,13.69922,13.40832
